text,char_count,over_twitter_length,p_num,text_chunked,chunk_tot,chunk_num,text_to_tweet,text_to_tweet_char_count,tweeted_timestamp
"""Eighty-five is a lucky number,"" the old man said.  ""How would you like
to see me bring one in that dressed out over a thousand pounds?""",136,False,66,"""Eighty-five is a lucky number,"" the old man said.  ""How would you like
to see me bring one in that dressed out over a thousand pounds?""",1,1,"""Eighty-five is a lucky number,"" the old man said.  ""How would you like
to see me bring one in that dressed out over a thousand pounds?"" 

#hemingway",149,
"""I'll get the cast net and go for sardines.  Will you sit in the sun in
the doorway?""",85,False,67,"""I'll get the cast net and go for sardines.  Will you sit in the sun in
the doorway?""",1,1,"""I'll get the cast net and go for sardines.  Will you sit in the sun in
the doorway?"" 

#hemingway",98,
"""Yes.  I have yesterday's paper and I will read the baseball.""",62,False,68,"""Yes.  I have yesterday's paper and I will read the baseball.""",1,1,"""Yes.  I have yesterday's paper and I will read the baseball."" 

#hemingway",75,
"The boy did not know whether yesterday's paper was a fiction too.  But
the old man brought it out from under the bed.",117,False,69,"The boy did not know whether yesterday's paper was a fiction too.  But
the old man brought it out from under the bed.",1,1,"The boy did not know whether yesterday's paper was a fiction too.  But
the old man brought it out from under the bed. 

#hemingway",130,
"""Perico gave it to me at the bodega,"" he explained.",51,False,70,"""Perico gave it to me at the bodega,"" he explained.",1,1,"""Perico gave it to me at the bodega,"" he explained. 

#hemingway",64,
"""I'll be back when I have the sardines.  I'll keep yours and mine
together on ice and we can share them in the morning.  When I come back
you can tell me about the baseball.""",174,False,71,"""I'll be back when I have the sardines.  I'll keep yours and mine
together on ice and we can share them in the morning.  When I come back
you can tell me about the baseball.""",1,1,"""I'll be back when I have the sardines.  I'll keep yours and mine
together on ice and we can share them in the morning.  When I come back
you can tell me about the baseball."" 

#hemingway",187,
"""The Yankees cannot lose.""",26,False,72,"""The Yankees cannot lose.""",1,1,"""The Yankees cannot lose."" 

#hemingway",39,
"""But I fear the Indians of Cleveland.""",38,False,73,"""But I fear the Indians of Cleveland.""",1,1,"""But I fear the Indians of Cleveland."" 

#hemingway",51,
"""Have faith in the Yankees my son.  Think of the great DiMaggio.""",65,False,74,"""Have faith in the Yankees my son.  Think of the great DiMaggio.""",1,1,"""Have faith in the Yankees my son.  Think of the great DiMaggio."" 

#hemingway",78,
"""I fear both the Tigers of Detroit and the Indians of Cleveland.""",65,False,75,"""I fear both the Tigers of Detroit and the Indians of Cleveland.""",1,1,"""I fear both the Tigers of Detroit and the Indians of Cleveland."" 

#hemingway",78,
"""Be careful or you will fear even the Reds of Cincinnati and the White
Sox of Chicago.""",87,False,76,"""Be careful or you will fear even the Reds of Cincinnati and the White
Sox of Chicago.""",1,1,"""Be careful or you will fear even the Reds of Cincinnati and the White
Sox of Chicago."" 

#hemingway",100,
"""You study it and tell me when I come back.""",44,False,77,"""You study it and tell me when I come back.""",1,1,"""You study it and tell me when I come back."" 

#hemingway",57,
"""Do you think we should buy a terminal of the lottery with an
eighty-five?  Tomorrow is the eighty-fifth day.""",110,False,78,"""Do you think we should buy a terminal of the lottery with an
eighty-five?  Tomorrow is the eighty-fifth day.""",1,1,"""Do you think we should buy a terminal of the lottery with an
eighty-five?  Tomorrow is the eighty-fifth day."" 

#hemingway",123,
"""We can do that,"" the boy said.  ""But what about the eighty-seven of
your great record?""",88,False,79,"""We can do that,"" the boy said.  ""But what about the eighty-seven of
your great record?""",1,1,"""We can do that,"" the boy said.  ""But what about the eighty-seven of
your great record?"" 

#hemingway",101,
"""It could not happen twice.  Do you think you can find an eighty-five?""",71,False,80,"""It could not happen twice.  Do you think you can find an eighty-five?""",1,1,"""It could not happen twice.  Do you think you can find an eighty-five?"" 

#hemingway",84,
"""I can order one.""",18,False,81,"""I can order one.""",1,1,"""I can order one."" 

#hemingway",31,
"""One sheet.  That's two dollars and a half.  Who can we borrow that
from?""",74,False,82,"""One sheet.  That's two dollars and a half.  Who can we borrow that
from?""",1,1,"""One sheet.  That's two dollars and a half.  Who can we borrow that
from?"" 

#hemingway",87,
"""That's easy.  I can always borrow two dollars and a half.""",59,False,83,"""That's easy.  I can always borrow two dollars and a half.""",1,1,"""That's easy.  I can always borrow two dollars and a half."" 

#hemingway",72,
"""I think perhaps I can too.  But I try not to borrow.  First you
borrow.  Then you beg.""",88,False,84,"""I think perhaps I can too.  But I try not to borrow.  First you
borrow.  Then you beg.""",1,1,"""I think perhaps I can too.  But I try not to borrow.  First you
borrow.  Then you beg."" 

#hemingway",101,
"""Keep warm old man,"" the boy said.  ""Remember we are in September.""",67,False,85,"""Keep warm old man,"" the boy said.  ""Remember we are in September.""",1,1,"""Keep warm old man,"" the boy said.  ""Remember we are in September."" 

#hemingway",80,
"""The month when the great fish come,"" the old man said.  ""Anyone can be
a fisherman in May.""",92,False,86,"""The month when the great fish come,"" the old man said.  ""Anyone can be
a fisherman in May.""",1,1,"""The month when the great fish come,"" the old man said.  ""Anyone can be
a fisherman in May."" 

#hemingway",105,
"""I go now for the sardines,"" the boy said.",42,False,87,"""I go now for the sardines,"" the boy said.",1,1,"""I go now for the sardines,"" the boy said. 

#hemingway",55,
"When the boy came back the old man was asleep in the chair and the sun
was down.  The boy took the old army blanket off the bed and spread it
over the back of the chair and over the old man's shoulders.  They were
strange shoulders, still powerful although very old, and the neck was
still strong too and the creases did not show so much when the old man
was asleep and his head fallen forward.  His shirt had been patched so
many times that it was like the sail and the patches were faded to many
different shades by the sun.  The old man's head was very old though
and with his eyes closed there was no life in his face.  The newspaper
lay across his knees and the weight of his arm held it there in the
evening breeze.  He was barefooted.",741,True,88,When the boy came back the old man was asleep in the chair and the sun was down. The boy took the old army blanket off the bed and spread it over the back of the chair and over the old man's shoulders. They were strange,4,1,When the boy came back the old man was asleep in the chair and the sun was down. The boy took the old army blanket off the bed and spread it over the back of the chair and over the old man's shoulders. They were strange 1/4 #hemingway,234,
